EMRE Device Manager: Cyclic Voltammetry

System Parameters
Date/Time,2022-08-25 18:34:37.017582


Source Parameters
Vertex 1,0.000000
Vertex 2,1.000000
# of Cycles,10
Raw Data
Voltage,Current,Seconds
0.262626,46.000000,12.442523
0.252525,75.000000,12.519046
0.242424,29.000000,12.603409
0.232323,61.000000,12.702449
0.222222,27.000000,12.775297
0.212121,46.000000,12.852100
0.202020,41.000000,12.926461
0.191919,64.000000,13.017127
0.181818,78.000000,13.107253
0.171717,88.000000,13.174461
0.161616,98.000000,13.244502
0.151515,30.000000,13.322045
0.141414,19.000000,13.389506
0.131313,18.000000,13.457213
0.121212,97.000000,13.538031
0.111111,9.000000,13.607270
0.101010,97.000000,13.683658
0.090909,35.000000,13.752619
0.080808,66.000000,13.827310
0.070707,46.000000,13.903159
0.060606,39.000000,13.976014
0.050505,72.000000,14.045044
0.040404,64.000000,14.120983
0.030303,43.000000,14.191308
0.020202,42.000000,14.264221
0.010101,97.000000,14.339906
0.000000,33.000000,14.412401
0.000000,88.000000,14.496463
0.010101,81.000000,14.579295
0.020202,29.000000,14.648845
0.030303,21.000000,14.725367
0.040404,35.000000,14.793264
0.050505,52.000000,14.870494
0.060606,2.000000,14.938324
0.070707,99.000000,15.028783
0.080808,81.000000,15.105310
0.090909,88.000000,15.173177
0.101010,30.000000,15.241276
0.111111,46.000000,15.317509
0.121212,60.000000,15.391556
0.131313,27.000000,15.478103
0.141414,38.000000,15.546210
0.151515,40.000000,15.620303
0.161616,48.000000,15.695092
0.171717,100.000000,15.765566
0.181818,2.000000,15.839381
0.191919,2.000000,15.925948
0.202020,74.000000,15.995228
0.212121,33.000000,16.068894
0.222222,100.000000,16.139014
0.232323,20.000000,16.220085
0.242424,74.000000,16.296861
0.252525,5.000000,16.378282
0.262626,8.000000,16.449001
0.272727,31.000000,16.519596
0.282828,95.000000,16.594280
0.292929,72.000000,16.667042
0.303030,6.000000,16.735829
0.313131,10.000000,16.805354
0.323232,21.000000,16.878611
0.333333,39.000000,16.947580
0.343434,95.000000,17.023452
0.353535,91.000000,17.111595
0.363636,67.000000,17.219452
0.373737,83.000000,17.293421
0.383838,77.000000,17.361920
0.393939,32.000000,17.447330
0.404040,100.000000,17.520429
0.414141,58.000000,17.601622
0.424242,99.000000,17.673274
0.434343,60.000000,17.744029
0.444444,38.000000,17.822286
0.454545,36.000000,17.891314
0.464646,86.000000,17.964470
0.474747,50.000000,18.036171
0.484848,76.000000,18.107838
0.494949,98.000000,18.185580
0.505051,86.000000,18.257105
0.515152,44.000000,18.327670
0.525253,88.000000,18.417353
0.535354,34.000000,18.493744
0.545455,87.000000,18.585488
0.555556,5.000000,18.661893
0.565657,1.000000,18.731266
0.575758,52.000000,18.810281
0.585859,35.000000,18.888990
0.595960,71.000000,18.962827
0.606061,62.000000,19.033887
0.616162,1.000000,19.119338
0.626263,95.000000,19.188542
0.636364,0.000000,19.258048
0.646465,21.000000,19.327180
0.656566,67.000000,19.402678
0.666667,59.000000,19.472718
0.676768,66.000000,19.544648
0.686869,4.000000,19.619318
0.696970,55.000000,19.711125
0.707071,39.000000,19.786177
0.717172,89.000000,19.855610
0.727273,71.000000,19.925913
0.737374,94.000000,19.996479
0.747475,21.000000,20.073484
0.757576,21.000000,20.144748
0.767677,83.000000,20.226834
0.777778,44.000000,20.304372
0.787879,28.000000,20.377593
0.797980,10.000000,20.460764
0.808081,45.000000,20.538048
0.818182,4.000000,20.617996
0.828283,83.000000,20.697151
0.838384,46.000000,20.769785
0.848485,85.000000,20.843922
0.858586,96.000000,20.923731
0.868687,25.000000,20.998476
0.878788,73.000000,21.068771
0.888889,100.000000,21.140153
0.898990,89.000000,21.219159
0.909091,23.000000,21.361304
0.919192,14.000000,21.497548
0.929293,6.000000,21.621683
0.939394,54.000000,21.775703
0.949495,92.000000,21.847324
0.959596,22.000000,21.910180
0.969697,26.000000,21.970265
0.979798,88.000000,22.030290
0.989899,98.000000,22.098291
1.000000,25.000000,22.157064
1.000000,80.000000,22.219192
0.989899,64.000000,22.282088
0.979798,34.000000,22.359772
0.969697,26.000000,22.419108
0.959596,79.000000,22.478864
0.949495,49.000000,22.538833
0.939394,38.000000,22.619472
0.929293,91.000000,22.680512
0.919192,19.000000,22.746415
0.909091,86.000000,22.822287
0.898990,63.000000,22.892450
0.888889,90.000000,22.951182
0.878788,5.000000,23.012661
0.868687,5.000000,23.087462
0.858586,7.000000,23.145909
0.848485,49.000000,23.204212
0.838384,20.000000,23.262655
0.828283,95.000000,23.338549
0.818182,71.000000,23.416596
0.808081,94.000000,23.475065
0.797980,98.000000,23.536300
0.787879,12.000000,23.617281
0.777778,55.000000,23.678883
0.767677,34.000000,23.737304
0.757576,18.000000,23.806453
0.747475,57.000000,23.881155
0.737374,63.000000,23.939693
0.727273,52.000000,24.006314
0.717172,76.000000,24.074437
0.707071,42.000000,24.147726
0.696970,36.000000,24.212547
0.686869,74.000000,24.273558
0.676768,36.000000,24.339133
0.666667,83.000000,24.413179
0.656566,87.000000,24.471511
0.646465,37.000000,24.532716
0.636364,65.000000,24.591318
0.626263,2.000000,24.660061
0.616162,86.000000,24.723027
0.606061,14.000000,24.785469
0.595960,42.000000,24.845452
0.585859,44.000000,24.913367
0.575758,52.000000,24.973300
0.565657,81.000000,25.037012
0.555556,11.000000,25.105512
0.545455,60.000000,25.171163
0.535354,93.000000,25.231297
0.525253,25.000000,25.291393
0.515152,100.000000,25.351377
0.505051,19.000000,25.418900
0.494949,26.000000,25.479481
0.484848,46.000000,25.542999
0.474747,25.000000,25.603169
0.464646,54.000000,25.703026
0.454545,57.000000,25.772564
0.444444,4.000000,25.831143
0.434343,37.000000,25.891341
0.424242,61.000000,25.970944
0.414141,88.000000,26.062331
0.404040,35.000000,26.123776
0.393939,78.000000,26.184989
0.383838,33.000000,26.248929
0.373737,48.000000,26.307692
0.363636,92.000000,26.368008
0.353535,57.000000,26.437550
0.343434,47.000000,26.498458
0.333333,59.000000,26.560732
0.323232,12.000000,26.620940
0.313131,42.000000,26.689007
0.303030,51.000000,26.750062
0.292929,90.000000,26.812876
0.282828,78.000000,26.878818
0.272727,64.000000,26.955537
0.262626,3.000000,27.014495
0.252525,2.000000,27.101855
0.242424,15.000000,27.161132
0.232323,63.000000,27.238379
0.222222,63.000000,27.300864
0.212121,31.000000,27.366930
0.202020,95.000000,27.435470
0.191919,15.000000,27.494951
0.181818,89.000000,27.563073
0.171717,37.000000,27.641349
0.161616,45.000000,27.704938
0.151515,31.000000,27.765841
0.141414,59.000000,27.826120
0.131313,11.000000,27.896979
0.121212,15.000000,27.956031
0.111111,65.000000,28.014939
0.101010,84.000000,28.077920
0.090909,20.000000,28.146257
0.080808,72.000000,28.205928
0.070707,41.000000,28.266927
0.060606,84.000000,28.327569
0.050505,46.000000,28.397787
0.040404,31.000000,28.459144
0.030303,46.000000,28.522366
0.020202,84.000000,28.583483
0.010101,66.000000,28.655123
0.000000,50.000000,28.715940
0.000000,28.000000,28.776469
0.010101,74.000000,28.870417
0.020202,14.000000,28.935480
0.030303,45.000000,28.995743
0.040404,68.000000,29.058998
0.050505,40.000000,29.126870
0.060606,32.000000,29.185928
0.070707,87.000000,29.246599
0.080808,28.000000,29.311073
0.090909,50.000000,29.390910
0.101010,14.000000,29.459950
0.111111,20.000000,29.526627
0.121212,0.000000,29.587661
0.131313,92.000000,29.657791
0.141414,13.000000,29.718460
0.151515,2.000000,29.778345
0.161616,14.000000,29.838361
0.171717,55.000000,29.904922
0.181818,66.000000,29.964392
0.191919,78.000000,30.035815
0.202020,52.000000,30.101929
0.212121,39.000000,30.177530
0.222222,74.000000,30.240624
0.232323,42.000000,30.305680
0.242424,94.000000,30.364742
0.252525,78.000000,30.433381
0.262626,65.000000,30.492920
0.272727,11.000000,30.554616
0.282828,79.000000,30.619094
0.292929,4.000000,30.692548
0.303030,18.000000,30.752142
0.313131,23.000000,30.813428
0.323232,33.000000,30.890046
0.333333,71.000000,30.955585
0.343434,87.000000,31.017211
0.353535,17.000000,31.082143
0.363636,2.000000,31.151190
0.373737,5.000000,31.210745
0.383838,19.000000,31.269963
0.393939,7.000000,31.328984
0.404040,71.000000,31.429166
0.414141,68.000000,31.490328
0.424242,20.000000,31.554695
0.434343,63.000000,31.626817
0.444444,72.000000,31.699533
0.454545,96.000000,31.759264
0.464646,54.000000,31.819563
0.474747,51.000000,31.885428
0.484848,43.000000,31.957239
0.494949,52.000000,32.017607
0.505051,66.000000,32.079354
0.515152,7.000000,32.139202
0.525253,72.000000,32.211321
0.535354,15.000000,32.272856
0.545455,91.000000,32.332580
0.555556,80.000000,32.400307
0.565657,24.000000,32.469771
0.575758,90.000000,32.531237
0.585859,25.000000,32.591763
0.595960,21.000000,32.652609
0.606061,3.000000,32.723951
0.616162,57.000000,32.784347
0.626263,11.000000,32.850361
0.636364,89.000000,32.922923
0.646465,31.000000,33.001066
0.656566,18.000000,33.073456
0.666667,39.000000,33.133428
0.676768,83.000000,33.200411
0.686869,52.000000,33.272390
0.696970,22.000000,33.332349
0.707071,4.000000,33.403690
0.717172,47.000000,33.475303
0.727273,5.000000,33.537741
0.737374,59.000000,33.599752
0.747475,32.000000,33.705311
0.757576,85.000000,33.769002
0.767677,44.000000,33.832480
0.777778,2.000000,33.894628
0.787879,67.000000,33.964358
0.797980,46.000000,34.030703
0.808081,99.000000,34.097408
0.818182,69.000000,34.162073
0.828283,54.000000,34.231942
0.838384,80.000000,34.299578
0.848485,59.000000,34.369513
0.858586,44.000000,34.436020
0.868687,48.000000,34.502358
0.878788,83.000000,34.564335
0.888889,27.000000,34.628942
0.898990,14.000000,34.705649
0.909091,98.000000,34.771211
0.919192,55.000000,34.833087
0.929293,37.000000,34.898537
0.939394,29.000000,34.969692
0.949495,48.000000,35.032730
0.959596,29.000000,35.093094
0.969697,1.000000,35.153445
0.979798,14.000000,35.224370
0.989899,58.000000,35.285753
1.000000,8.000000,35.346611
1.000000,47.000000,35.422295
0.989899,84.000000,35.488447
0.979798,74.000000,35.558079
0.969697,59.000000,35.619543
0.959596,93.000000,35.688791
0.949495,78.000000,35.752012
0.939394,69.000000,35.814267
0.929293,55.000000,35.886715
0.919192,58.000000,35.963408
0.909091,6.000000,36.032107
0.898990,77.000000,36.097895
0.888889,83.000000,36.163609
0.878788,25.000000,36.244248
0.868687,78.000000,36.348517
0.858586,21.000000,36.479743
0.848485,13.000000,36.589000
0.838384,58.000000,36.657372
0.828283,30.000000,36.731178
0.818182,39.000000,36.798146
0.808081,35.000000,36.865682
0.797980,74.000000,36.932428
0.787879,4.000000,37.006745
0.777778,18.000000,37.087352
0.767677,5.000000,37.171849
0.757576,56.000000,37.238753
0.747475,16.000000,37.340697
0.737374,34.000000,37.420832
0.727273,38.000000,37.495841
0.717172,69.000000,37.629112
0.707071,19.000000,37.760937
0.696970,1.000000,37.831518
0.686869,53.000000,37.961741
0.676768,69.000000,38.086815
0.666667,38.000000,38.205566
0.656566,19.000000,38.336139
0.646465,73.000000,38.468271
0.636364,16.000000,38.606662
0.626263,28.000000,38.681421
0.616162,2.000000,38.768441
0.606061,13.000000,38.845231
0.595960,65.000000,38.985942
0.585859,39.000000,39.128122
0.575758,55.000000,39.214965
0.565657,39.000000,39.343866
0.555556,38.000000,39.483300
0.545455,1.000000,39.622198
0.535354,94.000000,39.762360
0.525253,54.000000,39.910381
0.515152,86.000000,39.986577
0.505051,87.000000,40.088152
0.494949,61.000000,40.169584
0.484848,67.000000,40.250067
0.474747,85.000000,40.336497
0.464646,45.000000,40.423168
0.454545,94.000000,40.543803
0.444444,65.000000,40.617366
0.434343,8.000000,40.697340
0.424242,34.000000,40.771157
0.414141,0.000000,40.882141
0.404040,76.000000,41.004409
0.393939,46.000000,41.124501
0.383838,49.000000,41.203152
0.373737,21.000000,41.286917
0.363636,72.000000,41.360090
0.353535,80.000000,41.433525
0.343434,21.000000,41.511693
0.333333,27.000000,41.589878
0.323232,22.000000,41.666228
0.313131,58.000000,41.745856
0.303030,87.000000,41.821399
0.292929,52.000000,41.903347
0.282828,65.000000,41.989753
0.272727,10.000000,42.074087
0.262626,18.000000,42.148147
0.252525,65.000000,42.226239
0.242424,29.000000,42.300098
0.232323,68.000000,42.374450
0.222222,77.000000,42.460095
0.212121,35.000000,42.555022
0.202020,11.000000,42.629829
0.191919,14.000000,42.715090
0.181818,93.000000,42.789039
0.171717,9.000000,42.864106
0.161616,82.000000,42.944024
0.151515,44.000000,43.029229
0.141414,44.000000,43.114289
0.131313,5.000000,43.194047
0.121212,10.000000,43.286822
0.111111,39.000000,43.371579
0.101010,23.000000,43.464420
0.090909,16.000000,43.549507
0.080808,47.000000,43.633411
0.070707,33.000000,43.730722
0.060606,25.000000,43.813882
0.050505,45.000000,43.894334
0.040404,8.000000,43.992349
0.030303,74.000000,44.084062
0.020202,40.000000,44.158845
0.010101,61.000000,44.240009
0.000000,45.000000,44.314848
0.000000,80.000000,44.395929
0.010101,71.000000,44.492210
0.020202,93.000000,44.585270
0.030303,89.000000,44.660659
0.040404,62.000000,44.749468
0.050505,26.000000,44.834418
0.060606,60.000000,44.918140
0.070707,17.000000,45.001672
0.080808,14.000000,45.085529
0.090909,92.000000,45.160622
0.101010,28.000000,45.246598
0.111111,97.000000,45.321425
0.121212,36.000000,45.404147
0.131313,70.000000,45.485260
0.141414,66.000000,45.569825
0.151515,39.000000,45.645079
0.161616,4.000000,45.731926
0.171717,42.000000,45.806938
0.181818,13.000000,45.913958
0.191919,35.000000,45.997848
0.202020,46.000000,46.079369
0.212121,8.000000,46.164674
0.222222,78.000000,46.260181
0.232323,53.000000,46.335707
0.242424,13.000000,46.417002
0.252525,13.000000,46.500017
0.262626,47.000000,46.584119
0.272727,98.000000,46.660672
0.282828,29.000000,46.743497
0.292929,1.000000,46.832767
0.303030,41.000000,46.908541
0.313131,61.000000,46.998001
0.323232,81.000000,47.077326
0.333333,98.000000,47.152412
0.343434,100.000000,47.231333
0.353535,100.000000,47.306094
0.363636,11.000000,47.381390
0.373737,17.000000,47.459782
0.383838,41.000000,47.537781
0.393939,77.000000,47.615635
0.404040,54.000000,47.696647
0.414141,16.000000,47.793930
0.424242,94.000000,47.885803
0.434343,10.000000,47.979126
0.444444,83.000000,48.063665
0.454545,44.000000,48.155273
0.464646,90.000000,48.245160
0.474747,22.000000,48.327013
0.484848,48.000000,48.411772
0.494949,24.000000,48.496402
0.505051,94.000000,48.576715
0.515152,20.000000,48.653765
0.525253,83.000000,48.741959
0.535354,54.000000,48.836293
0.545455,2.000000,48.923218
0.555556,77.000000,49.027834
0.565657,90.000000,49.105584
0.575758,35.000000,49.181715
0.585859,18.000000,49.261396
0.595960,22.000000,49.339459
0.606061,97.000000,49.415885
0.616162,52.000000,49.498993
0.626263,61.000000,49.581997
0.636364,72.000000,49.659948
0.646465,77.000000,49.743569
0.656566,30.000000,49.821818
0.666667,37.000000,49.904226
0.676768,33.000000,49.999113
0.686869,18.000000,50.076778
0.696970,60.000000,50.153051
0.707071,62.000000,50.232776
0.717172,86.000000,50.309206
0.727273,18.000000,50.385544
0.737374,46.000000,50.465998
0.747475,87.000000,50.544408
0.757576,47.000000,50.628897
0.767677,19.000000,50.708219
0.777778,84.000000,50.784493
0.787879,60.000000,50.907303
0.797980,41.000000,50.988953
0.808081,39.000000,51.067512
0.818182,49.000000,51.148194
0.828283,100.000000,51.225270
0.838384,40.000000,51.301905
0.848485,57.000000,51.383297
0.858586,90.000000,51.460297
0.868687,88.000000,51.537324
0.878788,41.000000,51.621624
0.888889,80.000000,51.698740
0.898990,54.000000,51.775811
0.909091,36.000000,51.858873
0.919192,60.000000,51.936404
0.929293,49.000000,52.020284
0.939394,2.000000,52.103997
0.949495,6.000000,52.181248
0.959596,73.000000,52.274659
0.969697,1.000000,52.382857
0.979798,18.000000,52.459697
0.989899,62.000000,52.544272
1.000000,7.000000,52.635969
1.000000,74.000000,52.712907
0.989899,39.000000,52.790634
0.979798,43.000000,52.874579
0.969697,99.000000,52.952388
0.959596,94.000000,53.029798
0.949495,89.000000,53.133431
0.939394,48.000000,53.219908
0.929293,94.000000,53.298462
0.919192,20.000000,53.382682
0.909091,59.000000,53.460356
0.898990,74.000000,53.537920
0.888889,98.000000,53.631848
0.878788,5.000000,53.710318
0.868687,9.000000,53.788138
0.858586,79.000000,53.872468
0.848485,94.000000,53.951388
0.838384,9.000000,54.041344
0.828283,71.000000,54.126726
0.818182,96.000000,54.213955
0.808081,49.000000,54.313424
0.797980,23.000000,54.402164
0.787879,80.000000,54.487971
0.777778,9.000000,54.566245
0.767677,53.000000,54.654125
0.757576,47.000000,54.731547
0.747475,13.000000,54.809546
0.737374,12.000000,54.895547
0.727273,51.000000,54.973542
0.717172,65.000000,55.054161
0.707071,74.000000,55.142747
0.696970,32.000000,55.220252
0.686869,34.000000,55.297778
0.676768,97.000000,55.383898
0.666667,36.000000,55.462148
0.656566,60.000000,55.542010
0.646465,69.000000,55.628957
0.636364,26.000000,55.707255
0.626263,68.000000,55.786123
0.616162,2.000000,55.906623
0.606061,57.000000,55.991558
0.595960,45.000000,56.076416
0.585859,26.000000,56.159312
0.575758,38.000000,56.238799
0.565657,71.000000,56.318303
0.555556,18.000000,56.405013
0.545455,57.000000,56.484673
0.535354,9.000000,56.566737
0.525253,78.000000,56.653731
0.515152,45.000000,56.732434
0.505051,18.000000,56.810521
0.494949,51.000000,56.894763
0.484848,92.000000,56.973875
0.474747,79.000000,57.052659
0.464646,85.000000,57.136249
0.454545,4.000000,57.214611
0.444444,39.000000,57.292849
0.434343,24.000000,57.379329
0.424242,98.000000,57.460216
0.414141,81.000000,57.540378
0.404040,30.000000,57.629189
0.393939,92.000000,57.717888
0.383838,2.000000,57.808405
0.373737,4.000000,57.907067
0.363636,78.000000,57.993706
0.353535,74.000000,58.080446
0.343434,62.000000,58.172815
0.333333,31.000000,58.278306
0.323232,61.000000,58.363875
0.313131,63.000000,58.454355
0.303030,13.000000,58.542327
0.292929,7.000000,58.623483
0.282828,63.000000,58.709560
0.272727,78.000000,58.788681
0.262626,53.000000,58.884459
0.252525,97.000000,58.978415
0.242424,44.000000,59.058571
0.232323,23.000000,59.138771
0.222222,12.000000,59.222125
0.212121,78.000000,59.301642
0.202020,27.000000,59.381003
0.191919,81.000000,59.467370
0.181818,33.000000,59.562043
0.171717,55.000000,59.660508
0.161616,27.000000,59.745924
0.151515,49.000000,59.853993
0.141414,44.000000,59.934054
0.131313,8.000000,60.038079
0.121212,83.000000,60.129016
0.111111,23.000000,60.208369
0.101010,3.000000,60.293541
0.090909,8.000000,60.373012
0.080808,22.000000,60.460792
0.070707,94.000000,60.548101
0.060606,28.000000,60.629026
0.050505,50.000000,60.719956
0.040404,85.000000,60.816147
0.030303,8.000000,60.909668
0.020202,6.000000,60.995596
0.010101,44.000000,61.127378
0.000000,65.000000,61.206723
0.000000,49.000000,61.305697
0.010101,44.000000,61.397410
0.020202,2.000000,61.493721
0.030303,73.000000,61.578396
0.040404,24.000000,61.676591
0.050505,76.000000,61.758598
0.060606,12.000000,61.841320
0.070707,59.000000,61.927513
0.080808,100.000000,62.007663
0.090909,74.000000,62.089305
0.101010,2.000000,62.172561
0.111111,96.000000,62.253353
0.121212,37.000000,62.333250
0.131313,66.000000,62.420932
0.141414,34.000000,62.509981
0.151515,73.000000,62.604365
0.161616,41.000000,62.711748
0.171717,20.000000,62.806476
0.181818,93.000000,62.893373
0.191919,91.000000,62.981897
0.202020,76.000000,63.063259
0.212121,67.000000,63.145103
0.222222,59.000000,63.228953
0.232323,48.000000,63.309818
0.242424,72.000000,63.397697
0.252525,4.000000,63.489835
0.262626,19.000000,63.572101
0.272727,2.000000,63.653176
0.282828,78.000000,63.750899
0.292929,75.000000,63.835994
0.303030,52.000000,63.924344
0.313131,70.000000,64.011639
0.323232,11.000000,64.099776
0.333333,28.000000,64.192673
0.343434,76.000000,64.289433
0.353535,74.000000,64.373359
0.363636,65.000000,64.473553
0.373737,96.000000,64.569653
0.383838,20.000000,64.666244
0.393939,83.000000,64.756635
0.404040,6.000000,64.853708
0.414141,49.000000,64.935205
0.424242,66.000000,65.036987
0.434343,21.000000,65.135265
0.444444,62.000000,65.216706
0.454545,5.000000,65.297890
0.464646,17.000000,65.396378
0.474747,32.000000,65.477886
0.484848,13.000000,65.559244
0.494949,14.000000,65.656725
0.505051,15.000000,65.738003
0.515152,39.000000,65.819781
0.525253,0.000000,65.912122
0.535354,87.000000,65.994592
0.545455,63.000000,66.089263
0.555556,64.000000,66.184466
0.565657,27.000000,66.266506
0.575758,78.000000,66.347507
0.585859,20.000000,66.468263
0.595960,100.000000,66.549600
0.606061,66.000000,66.633998
0.616162,27.000000,66.728904
0.626263,43.000000,66.835818
0.636364,2.000000,66.919235
0.646465,78.000000,67.013804
0.656566,66.000000,67.096900
0.666667,63.000000,67.185098
0.676768,68.000000,67.277649
0.686869,26.000000,67.359031
0.696970,22.000000,67.440640
0.707071,18.000000,67.530676
0.717172,98.000000,67.626630
0.727273,92.000000,67.708476
0.737374,15.000000,67.801789
0.747475,54.000000,67.902107
0.757576,73.000000,67.993727
0.767677,64.000000,68.085960
0.777778,7.000000,68.167406
0.787879,53.000000,68.249270
0.797980,100.000000,68.337616
0.808081,7.000000,68.419760
0.818182,14.000000,68.501520
0.828283,37.000000,68.594509
0.838384,56.000000,68.682438
0.848485,2.000000,68.770607
0.858586,49.000000,68.868725
0.868687,33.000000,68.961241
0.878788,57.000000,69.060576
0.888889,95.000000,69.161825
0.898990,70.000000,69.256908
0.909091,14.000000,69.340923
0.919192,0.000000,69.435438
0.929293,6.000000,69.518048
0.939394,40.000000,69.607681
0.949495,41.000000,69.695918
0.959596,69.000000,69.778531
0.969697,30.000000,69.861635
0.979798,97.000000,69.955320
0.989899,76.000000,70.038031
1.000000,26.000000,70.127735
1.000000,1.000000,70.220354
0.989899,84.000000,70.303071
0.979798,17.000000,70.401643
0.969697,6.000000,70.500430
0.959596,1.000000,70.610903
0.949495,51.000000,70.693785
0.939394,49.000000,70.811032
0.929293,9.000000,70.901087
0.919192,81.000000,70.984689
0.909091,71.000000,71.076095
0.898990,53.000000,71.159113
0.888889,21.000000,71.243503
0.878788,49.000000,71.336042
0.868687,59.000000,71.419788
0.858586,52.000000,71.517963
0.848485,64.000000,71.616874
0.838384,94.000000,71.700401
0.828283,40.000000,71.797415
