EMRE Device Manager: Chronopotentiometry

System Parameters
Date/Time,2022-09-16 15:44:12.256209


Raw Data

Data Pt,Times (s), Current (A), Potential (V)
495,45.705396,0.000000,1.187355
496,45.796357,0.000000,1.187057
497,45.881564,0.000000,1.186827
498,45.971822,0.000000,1.185995
499,46.054973,0.000000,1.185835
500,46.139355,0.000000,1.185824
501,46.222612,0.000000,1.185386
502,46.310534,0.000000,1.184557
503,46.396374,0.000000,1.184628
504,46.481234,0.000000,1.184419
505,46.574543,0.000000,1.183602
506,46.664349,0.000000,1.183442
507,46.757595,0.000000,1.183130
508,46.863607,0.000000,1.182669
509,46.957486,0.000000,1.182310
510,47.053716,0.000000,1.181570
511,47.149510,0.000000,1.181013
512,47.271855,0.000000,1.180643
513,47.363922,0.000000,1.180585
514,47.447517,0.000000,1.179940
515,47.532296,0.000000,1.179538
516,47.618091,0.000000,1.179526
517,47.702542,0.000000,1.179231
518,47.790048,0.000000,1.178417
519,47.886929,0.000000,1.178142
520,47.974999,0.000000,1.177845
521,48.076126,0.000000,1.177538
522,48.162038,0.000000,1.177291
523,48.248406,0.000000,1.176544
524,48.335634,0.000000,1.176306
525,48.422731,0.000000,1.176160
526,48.509913,0.000000,1.175368
527,48.595022,0.000000,1.175174
528,48.682305,0.000000,1.175084
529,48.784053,0.000000,1.174533
530,48.870520,0.000000,1.173804
531,48.953899,0.000000,1.173562
532,49.040054,0.000000,1.173566
533,49.127307,0.000000,1.172802
534,49.212552,0.000000,1.172374
535,49.301040,0.000000,1.172468
536,49.390259,0.000000,1.171603
537,49.474616,0.000000,1.171432
538,49.566421,0.000000,1.170905
539,49.652350,0.000000,1.170454
540,49.737559,0.000000,1.170488
541,49.823284,0.000000,1.170087
542,49.909051,0.000000,1.169210
543,49.996339,0.000000,1.169350
544,50.084156,0.000000,1.168934
545,50.182731,0.000000,1.168610
546,50.268834,0.000000,1.167737
547,50.354383,0.000000,1.167531
548,50.442097,0.000000,1.167426
549,50.527979,0.000000,1.166700
550,50.625099,0.000000,1.166436
551,50.719101,0.000000,1.166353
552,50.804789,0.000000,1.165701
553,50.889821,0.000000,1.165024
554,50.974379,0.000000,1.164768
555,51.060484,0.000000,1.164759
556,51.147036,0.000000,1.164006
557,51.238084,0.000000,1.163931
558,51.332780,0.000000,1.163097
559,51.416958,0.000000,1.163037
560,51.511302,0.000000,1.162258
561,51.606847,0.000000,1.162024
562,51.692466,0.000000,1.161462
563,51.779408,0.000000,1.161646
564,51.867326,0.000000,1.160771
565,51.954221,0.000000,1.160426
566,52.053168,0.000000,1.159931
567,52.140092,0.000000,1.159988
568,52.225044,0.000000,1.159369
569,52.311921,0.000000,1.158791
570,52.398635,0.000000,1.158825
571,52.483979,0.000000,1.158330
572,52.608401,0.000000,1.157411
573,52.695511,0.000000,1.157260
574,52.781019,0.000000,1.157154
575,52.873970,0.000000,1.156380
576,52.960093,0.000000,1.156421
577,53.045853,0.000000,1.155705
578,53.132758,0.000000,1.155252
579,53.217526,0.000000,1.155199
580,53.312072,0.000000,1.154485
581,53.398512,0.000000,1.154455
582,53.486794,0.000000,1.153794
583,53.581820,0.000000,1.153656
584,53.686662,0.000000,1.152873
585,53.773299,0.000000,1.152518
586,53.860789,0.000000,1.152597
587,53.947536,0.000000,1.151747
588,54.033172,0.000000,1.151402
589,54.122286,0.000000,1.151411
590,54.210467,0.000000,1.150517
591,54.295910,0.000000,1.150478
592,54.396335,0.000000,1.150179
593,54.485368,0.000000,1.149626
594,54.578490,0.000000,1.149442
595,54.663094,0.000000,1.148986
596,54.749641,0.000000,1.148190
597,54.834796,0.000000,1.148107
598,54.931876,0.000000,1.147646
599,55.018180,0.000000,1.147669
600,55.115450,0.000000,1.147059
601,55.203435,0.000000,1.146840
602,55.296330,0.000000,1.146474
603,55.381502,0.000000,1.146207
604,55.486812,0.000000,1.145450
605,55.577887,0.000000,1.145300
606,55.677561,0.000000,1.144929
607,55.773248,0.000000,1.144248
608,55.859103,0.000000,1.144365
609,55.944243,0.000000,1.143833
610,56.030976,0.000000,1.143050
611,56.116741,0.000000,1.143087
612,56.204503,0.000000,1.142629
613,56.291095,0.000000,1.141959
614,56.377673,0.000000,1.142085
615,56.472918,0.000000,1.141418
616,56.562904,0.000000,1.141406
617,56.648346,0.000000,1.140623
618,56.734828,0.000000,1.140483
619,56.830791,0.000000,1.139840
620,56.918443,0.000000,1.139990
621,57.004698,0.000000,1.139458
622,57.092354,0.000000,1.138862
623,57.181458,0.000000,1.138926
624,57.266705,0.000000,1.138318
625,57.354887,0.000000,1.138001
626,57.443795,0.000000,1.137837
627,57.531489,0.000000,1.137079
628,57.627178,0.000000,1.136803
629,57.724549,0.000000,1.136633
630,57.820445,0.000000,1.136460
631,57.907972,0.000000,1.135719
632,58.030862,0.000000,1.135175
633,58.138587,0.000000,1.135224
634,58.229839,0.000000,1.134397
635,58.317876,0.000000,1.134464
636,58.408580,0.000000,1.133739
637,58.497995,0.000000,1.133764
638,58.588039,0.000000,1.133140
639,58.677043,0.000000,1.133071
640,58.775219,0.000000,1.132553
641,58.863948,0.000000,1.132391
642,58.956098,0.000000,1.132071
643,59.059945,0.000000,1.131814
644,59.150691,0.000000,1.130860
645,59.238707,0.000000,1.131160
646,59.337219,0.000000,1.130676
647,59.426874,0.000000,1.130112
648,59.517173,0.000000,1.130098
649,59.608796,0.000000,1.129306
650,59.697179,0.000000,1.129444
651,59.788203,0.000000,1.128721
652,59.884853,0.000000,1.128661
653,59.985769,0.000000,1.128224
654,60.080813,0.000000,1.128244
655,60.177811,0.000000,1.127798
656,60.265416,0.000000,1.127395
657,60.354418,0.000000,1.127040
658,60.445418,0.000000,1.126750
659,60.533312,0.000000,1.126336
660,60.620974,0.000000,1.126485
661,60.710448,0.000000,1.125601
662,60.799619,0.000000,1.125857
663,60.896192,0.000000,1.125472
664,60.986651,0.000000,1.124885
665,61.109453,0.000000,1.124378
666,61.198255,0.000000,1.124507
667,61.289292,0.000000,1.123734
668,61.378027,0.000000,1.123941
669,61.466005,0.000000,1.123262
670,61.555230,0.000000,1.123167
671,61.644391,0.000000,1.122928
672,61.739453,0.000000,1.122778
673,61.829403,0.000000,1.121972
674,61.923231,0.000000,1.122041
675,62.019795,0.000000,1.121857
676,62.121142,0.000000,1.121546
677,62.227220,0.000000,1.120795
678,62.316656,0.000000,1.120749
679,62.406388,0.000000,1.120197
680,62.493521,0.000000,1.119911
681,62.582526,0.000000,1.119902
682,62.670948,0.000000,1.119223
683,62.768904,0.000000,1.118850
684,62.858641,0.000000,1.119091
685,62.947503,0.000000,1.118472
686,63.037592,0.000000,1.118474
687,63.125969,0.000000,1.117873
688,63.213970,0.000000,1.117611
689,63.309086,0.000000,1.117201
690,63.398421,0.000000,1.117372
691,63.490433,0.000000,1.116494
692,63.579871,0.000000,1.116759
693,63.671526,0.000000,1.116029
694,63.770607,0.000000,1.115605
695,63.867369,0.000000,1.115407
696,63.957711,0.000000,1.115417
697,64.050281,0.000000,1.114673
698,64.168251,0.000000,1.114286
699,64.258003,0.000000,1.114463
700,64.347173,0.000000,1.113752
701,64.435946,0.000000,1.113766
702,64.524071,0.000000,1.113326
703,64.613302,0.000000,1.112863
704,64.711276,0.000000,1.112543
705,64.809559,0.000000,1.112096
706,64.909618,0.000000,1.111751
707,65.009412,0.000000,1.111463
708,65.099711,0.000000,1.111656
709,65.191527,0.000000,1.110862
710,65.281496,0.000000,1.111009
711,65.370480,0.000000,1.110206
712,65.458468,0.000000,1.110508
713,65.548651,0.000000,1.109596
714,65.636878,0.000000,1.109748
715,65.727236,0.000000,1.109112
716,65.823099,0.000000,1.109089
717,65.911553,0.000000,1.108403
718,66.001732,0.000000,1.108606
719,66.092851,0.000000,1.107915
720,66.182353,0.000000,1.107880
721,66.271446,0.000000,1.107189
722,66.361509,0.000000,1.107373
723,66.450859,0.000000,1.106671
724,66.548820,0.000000,1.106216
725,66.644855,0.000000,1.106133
726,66.733624,0.000000,1.105790
727,66.828635,0.000000,1.105313
728,66.928355,0.000000,1.104907
729,67.028080,0.000000,1.104576
730,67.149088,0.000000,1.104210
731,67.242292,0.000000,1.104331
732,67.346186,0.000000,1.103701
733,67.437960,0.000000,1.103883
734,67.528709,0.000000,1.103019
735,67.627413,0.000000,1.102699
736,67.720844,0.000000,1.102826
737,67.825798,0.000000,1.102170
738,67.921079,0.000000,1.102170
739,68.021631,0.000000,1.101744
740,68.113330,0.000000,1.101263
741,68.210675,0.000000,1.100889
742,68.302145,0.000000,1.100869
743,68.402815,0.000000,1.100555
744,68.494600,0.000000,1.100235
745,68.584144,0.000000,1.099757
746,68.676525,0.000000,1.099674
747,68.766584,0.000000,1.098937
748,68.858379,0.000000,1.099089
749,68.950016,0.000000,1.098329
750,69.043145,0.000000,1.098258
751,69.136468,0.000000,1.098140
752,69.227454,0.000000,1.097357
753,69.319003,0.000000,1.097622
754,69.411788,0.000000,1.096897
755,69.502451,0.000000,1.096828
756,69.595343,0.000000,1.096554
757,69.688273,0.000000,1.095837
758,69.791790,0.000000,1.095628
759,69.883418,0.000000,1.095437
760,69.975182,0.000000,1.095241
761,70.104240,0.000000,1.094594
762,70.194242,0.000000,1.094638
763,70.286320,0.000000,1.093915
764,70.378873,0.000000,1.094142
765,70.470834,0.000000,1.093385
766,70.573769,0.000000,1.093143
767,70.666246,0.000000,1.092582
768,70.771889,0.000000,1.092358
769,70.862594,0.000000,1.092234
770,70.967420,0.000000,1.091603
771,71.058022,0.000000,1.091819
772,71.160743,0.000000,1.091327
773,71.260468,0.000000,1.091025
774,71.353711,0.000000,1.090573
775,71.444345,0.000000,1.090058
776,71.534471,0.000000,1.090006
777,71.626524,0.000000,1.089330
778,71.716022,0.000000,1.089395
779,71.812608,0.000000,1.088872
780,71.903157,0.000000,1.088515
781,71.994063,0.000000,1.088386
782,72.098100,0.000000,1.088098
783,72.191080,0.000000,1.087295
784,72.280882,0.000000,1.087237
785,72.374104,0.000000,1.086779
786,72.477375,0.000000,1.086526
787,72.581187,0.000000,1.086040
788,72.671273,0.000000,1.085395
789,72.763028,0.000000,1.085153
790,72.865753,0.000000,1.084497
791,72.971381,0.000000,1.084172
792,73.096954,0.000000,1.084025
793,73.187511,0.000000,1.083207
794,73.279776,0.000000,1.083210
795,73.373743,0.000000,1.082805
796,73.463969,0.000000,1.082249
797,73.555046,0.000000,1.082148
798,73.648015,0.000000,1.081242
799,73.739152,0.000000,1.081377
800,73.840741,0.000000,1.080983
801,73.939299,0.000000,1.080652
802,74.031492,0.000000,1.080065
803,74.123156,0.000000,1.079592
804,74.215181,0.000000,1.079653
805,74.314123,0.000000,1.079120
806,74.413367,0.000000,1.078789
807,74.505702,0.000000,1.078006
808,74.603275,0.000000,1.077794
809,74.709508,0.000000,1.077316
810,74.808115,0.000000,1.076996
811,74.931259,0.000000,1.076682
812,75.036398,0.000000,1.076671
813,75.126904,0.000000,1.075830
