EMRE Device Manager: Cyclic Voltammetry

System Parameters
Date/Time,2022-08-31 16:21:18.294150


Source Parameters
Vertex 1,0.100000
Vertex 2,0.999000
# of Cycles,2
Raw Data
Voltage,Current,Seconds
0.864504,0.000011,11.725862
0.857425,0.000011,11.815838
0.850346,0.000011,11.911591
0.843268,0.000010,11.998531
0.836189,0.000010,12.074979
0.829110,0.000010,12.148473
0.822031,0.000009,12.222445
0.814953,0.000009,12.297222
0.807874,0.000009,12.370426
0.800795,0.000008,12.444118
0.793717,0.000008,12.524522
0.786638,0.000008,12.597565
0.779559,0.000008,12.671035
0.772480,0.000007,12.744521
0.765402,0.000007,12.828557
0.758323,0.000007,12.901742
0.751244,0.000006,12.974181
0.744165,0.000006,13.053182
0.737087,0.000006,13.136628
0.730008,0.000006,13.210531
0.722929,0.000005,13.289107
0.715850,0.000005,13.362060
0.708772,0.000005,13.444191
0.701693,0.000005,13.521574
0.694614,0.000005,13.604834
0.687535,0.000004,13.677278
0.680457,0.000004,13.751077
0.673378,0.000004,13.830809
0.666299,0.000003,13.905923
0.659220,0.000003,13.979234
0.652142,0.000003,14.052005
0.645063,0.000003,14.133477
0.637984,0.000003,14.206185
0.630906,0.000002,14.279075
0.623827,0.000002,14.351495
0.616748,0.000002,14.425881
0.609669,0.000002,14.498157
0.602591,0.000002,14.579723
0.595512,0.000001,14.652399
0.588433,0.000001,14.726559
0.581354,0.000001,14.799328
0.574276,0.000000,14.882404
0.567197,0.000000,14.965034
0.560118,0.000000,15.038419
0.553039,-0.000000,15.118346
0.545961,-0.000000,15.194782
0.538882,-0.000000,15.268799
0.531803,-0.000001,15.344411
0.524724,-0.000001,15.417927
0.517646,-0.000001,15.512410
0.510567,-0.000001,15.624485
0.503488,-0.000001,15.699021
0.496409,-0.000002,15.768538
0.489331,-0.000002,15.842383
0.482252,-0.000002,15.918484
0.475173,-0.000002,15.987664
0.468094,-0.000002,16.068309
0.461016,-0.000003,16.146445
0.453937,-0.000003,16.214750
0.446858,-0.000003,16.283389
0.439780,-0.000003,16.356206
0.432701,-0.000003,16.425860
0.425622,-0.000004,16.492872
0.418543,-0.000004,16.563010
0.411465,-0.000004,16.633288
0.404386,-0.000004,16.705815
0.397307,-0.000004,16.779679
0.390228,-0.000004,16.849025
0.383150,-0.000005,16.919082
0.376071,-0.000005,16.998006
0.368992,-0.000005,17.067577
0.361913,-0.000005,17.138867
0.354835,-0.000005,17.207970
0.347756,-0.000006,17.284759
0.340677,-0.000006,17.366006
0.333598,-0.000006,17.443458
0.326520,-0.000006,17.514127
0.319441,-0.000006,17.594316
0.312362,-0.000006,17.677564
0.305283,-0.000007,17.757812
0.298205,-0.000007,17.827402
0.291126,-0.000007,17.897298
0.284047,-0.000007,17.972627
0.276969,-0.000007,18.043558
0.269890,-0.000007,18.115481
0.262811,-0.000007,18.184806
0.255732,-0.000007,18.255829
0.248654,-0.000008,18.334329
0.241575,-0.000008,18.409305
0.234496,-0.000008,18.493586
0.227417,-0.000008,18.563282
0.220339,-0.000008,18.634519
0.213260,-0.000008,18.742312
0.206181,-0.000008,18.816187
0.199102,-0.000009,18.893890
0.192024,-0.000009,18.977307
0.184945,-0.000009,19.056585
0.177866,-0.000009,19.129713
0.170787,-0.000009,19.202559
0.163709,-0.000009,19.275407
0.156630,-0.000009,19.347622
0.149551,-0.000010,19.419948
0.142472,-0.000010,19.491995
0.135394,-0.000010,19.572478
0.128315,-0.000010,19.644478
0.121236,-0.000010,19.717625
0.114157,-0.000010,19.788104
0.107079,-0.000010,19.860675
0.100000,-0.000010,19.932014
0.100000,-0.000010,20.002417
0.107079,-0.000010,20.075165
0.114157,-0.000009,20.148397
0.121236,-0.000009,20.219398
0.128315,-0.000008,20.292700
0.135394,-0.000008,20.365720
0.142472,-0.000007,20.441057
0.149551,-0.000007,20.532300
0.156630,-0.000007,20.603490
0.163709,-0.000007,20.675773
0.170787,-0.000006,20.757273
0.177866,-0.000006,20.830110
0.184945,-0.000006,20.900829
0.192024,-0.000005,20.993567
0.199102,-0.000005,21.074302
0.206181,-0.000005,21.156066
0.213260,-0.000004,21.228988
0.220339,-0.000004,21.335470
0.227417,-0.000004,21.416330
0.234496,-0.000004,21.486941
0.241575,-0.000003,21.558932
0.248654,-0.000003,21.641096
0.255732,-0.000003,21.711808
0.262811,-0.000003,21.783752
0.269890,-0.000002,21.866996
0.276969,-0.000002,21.939410
0.284047,-0.000002,22.011867
0.291126,-0.000002,22.095113
0.298205,-0.000001,22.169029
0.305283,-0.000001,22.255268
0.312362,-0.000001,22.330971
0.319441,-0.000001,22.421910
0.326520,-0.000000,22.501856
0.333598,-0.000000,22.587949
0.340677,0.000000,22.661197
0.347756,0.000000,22.732851
0.354835,0.000001,22.804243
0.361913,0.000001,22.886635
0.368992,0.000001,22.961754
0.376071,0.000001,23.038555
0.383150,0.000001,23.123689
0.390228,0.000002,23.205731
0.397307,0.000002,23.288117
0.404386,0.000002,23.360051
0.411465,0.000002,23.433817
0.418543,0.000003,23.508992
0.425622,0.000003,23.589009
0.432701,0.000003,23.661975
0.439780,0.000003,23.733330
0.446858,0.000003,23.804167
0.453937,0.000003,23.887906
0.461016,0.000004,23.959737
0.468094,0.000004,24.045750
0.475173,0.000004,24.120049
0.482252,0.000004,24.191806
0.489331,0.000004,24.264964
0.496409,0.000005,24.337042
0.503488,0.000005,24.433056
0.510567,0.000005,24.512265
0.517646,0.000005,24.585401
0.524724,0.000005,24.658512
0.531803,0.000006,24.731000
0.538882,0.000006,24.803565
0.545961,0.000006,24.881328
0.553039,0.000006,24.953439
0.560118,0.000006,25.028201
0.567197,0.000006,25.102180
0.574276,0.000007,25.175962
0.581354,0.000007,25.253345
0.588433,0.000007,25.326411
0.595512,0.000007,25.402876
0.602591,0.000007,25.487935
0.609669,0.000007,25.573115
0.616748,0.000007,25.651952
0.623827,0.000007,25.725898
0.630906,0.000008,25.798400
0.637984,0.000008,25.873688
0.645063,0.000008,25.991238
0.652142,0.000008,26.074604
0.659220,0.000008,26.146063
0.666299,0.000008,26.217364
0.673378,0.000009,26.289790
0.680457,0.000009,26.369402
0.687535,0.000009,26.439877
0.694614,0.000009,26.510967
0.701693,0.000009,26.583796
0.708772,0.000010,26.663894
0.715850,0.000010,26.744504
0.722929,0.000010,26.832847
0.730008,0.000010,26.907027
0.737087,0.000010,26.979538
0.744165,0.000010,27.060361
0.751244,0.000010,27.136076
0.758323,0.000011,27.207801
0.765402,0.000011,27.279449
0.772480,0.000011,27.351846
0.779559,0.000011,27.424769
0.786638,0.000011,27.500310
0.793717,0.000011,27.584275
0.800795,0.000012,27.658030
0.807874,0.000012,27.742138
0.814953,0.000012,27.814954
0.822031,0.000012,27.887648
0.829110,0.000012,27.959415
0.836189,0.000012,28.035619
0.843268,0.000012,28.126277
0.850346,0.000013,28.199732
0.857425,0.000013,28.272857
0.864504,0.000013,28.344515
0.871583,0.000013,28.418623
0.878661,0.000013,28.493166
0.885740,0.000014,28.566538
0.892819,0.000014,28.637931
0.899898,0.000014,28.710160
0.906976,0.000014,28.802964
0.914055,0.000014,28.881605
0.921134,0.000014,28.962318
0.928213,0.000014,29.035019
0.935291,0.000015,29.106519
0.942370,0.000015,29.177746
0.949449,0.000015,29.276808
0.956528,0.000015,29.365631
0.963606,0.000015,29.437037
0.970685,0.000015,29.507835
0.977764,0.000016,29.578922
0.984843,0.000016,29.668882
0.991921,0.000016,29.740330
0.999000,0.000016,29.821636
0.999000,0.000016,29.891213
0.991921,0.000015,29.961474
0.984843,0.000015,30.035824
0.977764,0.000014,30.110328
0.970685,0.000014,30.181891
0.963606,0.000013,30.264646
0.956528,0.000013,30.338240
0.949449,0.000013,30.408695
0.942370,0.000012,30.480874
0.935291,0.000012,30.587224
0.928213,0.000011,30.661304
0.921134,0.000011,30.742668
0.914055,0.000011,30.820938
0.906976,0.000010,30.896225
0.899898,0.000010,30.969914
0.892819,0.000010,31.044424
0.885740,0.000009,31.123333
0.878661,0.000009,31.205712
0.871583,0.000009,31.278746
0.864504,0.000008,31.352054
0.857425,0.000008,31.429160
0.850346,0.000008,31.509094
0.843268,0.000007,31.585335
0.836189,0.000007,31.656881
0.829110,0.000007,31.734460
0.822031,0.000007,31.806709
0.814953,0.000006,31.896074
0.807874,0.000006,31.971421
0.800795,0.000006,32.051987
0.793717,0.000006,32.134225
0.786638,0.000005,32.212810
0.779559,0.000005,32.293803
0.772480,0.000005,32.368204
0.765402,0.000004,32.458182
0.758323,0.000004,32.531616
0.751244,0.000004,32.615867
0.744165,0.000004,32.688962
0.737087,0.000003,32.765845
0.730008,0.000003,32.838241
0.722929,0.000003,32.914010
0.715850,0.000003,32.990113
0.708772,0.000003,33.076557
0.701693,0.000002,33.175912
0.694614,0.000002,33.253746
0.687535,0.000002,33.325424
0.680457,0.000002,33.396256
0.673378,0.000001,33.481057
0.666299,0.000001,33.554240
0.659220,0.000001,33.626009
0.652142,0.000001,33.705669
0.645063,0.000000,33.776592
0.637984,0.000000,33.864390
0.630906,-0.000000,33.939860
0.623827,-0.000000,34.013770
0.616748,-0.000000,34.093912
0.609669,-0.000001,34.177829
0.602591,-0.000001,34.259037
0.595512,-0.000001,34.332526
0.588433,-0.000001,34.404399
0.581354,-0.000002,34.476564
0.574276,-0.000002,34.548803
0.567197,-0.000002,34.622072
0.560118,-0.000002,34.703175
0.553039,-0.000002,34.775923
0.545961,-0.000003,34.848539
0.538882,-0.000003,34.928030
0.531803,-0.000003,35.004142
0.524724,-0.000003,35.084498
0.517646,-0.000003,35.164045
0.510567,-0.000003,35.267986
0.503488,-0.000004,35.340362
0.496409,-0.000004,35.410923
0.489331,-0.000004,35.482149
0.482252,-0.000004,35.558258
0.475173,-0.000004,35.630061
0.468094,-0.000005,35.704102
0.461016,-0.000005,35.776187
0.453937,-0.000005,35.848467
0.446858,-0.000005,35.920332
0.439780,-0.000005,35.996175
0.432701,-0.000006,36.068508
0.425622,-0.000006,36.141971
0.418543,-0.000006,36.221755
0.411465,-0.000006,36.295682
0.404386,-0.000006,36.368685
0.397307,-0.000006,36.440749
0.390228,-0.000007,36.513795
0.383150,-0.000007,36.585843
0.376071,-0.000007,36.659148
0.368992,-0.000007,36.731623
0.361913,-0.000007,36.806871
0.354835,-0.000007,36.886993
0.347756,-0.000007,36.970199
0.340677,-0.000008,37.060977
0.333598,-0.000008,37.141113
0.326520,-0.000008,37.225005
0.319441,-0.000008,37.309469
0.312362,-0.000008,37.391495
0.305283,-0.000008,37.463948
0.298205,-0.000008,37.536976
0.291126,-0.000008,37.617539
0.284047,-0.000009,37.700231
0.276969,-0.000009,37.781193
0.269890,-0.000009,37.853838
0.262811,-0.000009,37.926149
0.255732,-0.000009,37.998222
0.248654,-0.000009,38.072927
0.241575,-0.000009,38.146765
0.234496,-0.000010,38.219274
0.227417,-0.000010,38.294257
0.220339,-0.000010,38.375515
0.213260,-0.000010,38.447839
0.206181,-0.000010,38.522350
0.199102,-0.000010,38.601472
0.192024,-0.000010,38.674378
0.184945,-0.000011,38.751962
0.177866,-0.000011,38.833739
0.170787,-0.000011,38.906238
0.163709,-0.000011,38.978496
0.156630,-0.000011,39.049956
0.149551,-0.000011,39.122984
0.142472,-0.000011,39.196320
0.135394,-0.000011,39.272733
0.128315,-0.000012,39.345542
0.121236,-0.000012,39.418573
0.114157,-0.000012,39.497651
0.107079,-0.000012,39.580091
0.100000,-0.000012,39.663208
